PLAYER_ID,PLAYER_NAME,FIRST_NAME,LAST_NAME,POSITION,DRAFT_YEAR,HEIGHT_WO_SHOES,WEIGHT,WINGSPAN,STANDING_REACH,BODY_FAT_PCT,HAND_LENGTH,HAND_WIDTH,LANE_AGILITY_TIME,THREE_QUARTER_SPRINT,STANDING_VERTICAL_LEAP,MAX_VERTICAL_LEAP,MODIFIED_LANE_AGILITY_TIME,GAMES_PLAYED,MINUTES,POINTS,REBOUNDS,ASSISTS,STEALS,BLOCKS,TURNOVERS,FIELD_GOAL_PCT,THREE_POINT_PCT,FREE_THROW_PCT,WINGSPAN_INCHES,STANDING_REACH_INCHES,PRA_PERMIN,SEASON,HEIGHT_W_SHOES
1630600,Isaiah Mobley,Isaiah,Mobley,PF,2021,80.0,238.0,87.0,107.5,12.9,9.0,10.0,12.7,3.3,26.5,32.0,3.5,12.0,7.0,2.6,1.7,0.3,0.3,0.3,0.1,0.429,0.375,1.0,87.0,107.5,0.6571428571428571,2021,81.75
1629676,Isaiah Roby,Isaiah,Roby,PF,2019,79.25,214.0,85.0,106.0,3.9,9.0,10.5,10.63,3.25,32.5,35.5,3.05,3.0,3.7,0.0,0.7,0.0,0.0,0.0,0.3,0.0,0.0,0.0,85.0,106.0,0.1891891891891891,2019,80.5
1630191,Isaiah Stewart,Isaiah,Stewart,C,2020,79.25,243.0,88.75,108.5,7.5,9.0,10.5,,,,,,68.0,21.4,7.9,6.7,0.9,0.6,1.3,1.0,0.553,0.333,0.696,88.75,108.5,0.7242990654205609,2020,80.5
1630225,Isaiah Todd,Isaiah,Todd,PF,2021,80.75,219.0,85.25,107.5,6.2,9.0,9.75,11.38,3.31,28.5,35.5,3.25,12.0,6.2,1.7,1.0,0.3,0.3,0.2,0.3,0.269,0.25,0.333,85.25,107.5,0.4838709677419354,2021,82.0
1627785,Isaiah Whitehead,Isaiah,Whitehead,PG-SG,2016,75.25,210.0,80.75,100.0,9.25,8.5,8.75,11.65,3.34,27.5,35.5,3.21,73.0,22.5,7.4,2.5,2.6,0.6,0.5,1.9,0.402,0.295,0.805,80.75,100.0,0.5555555555555556,2016,76.5
1631209,Isaiah Wong,Isaiah,Wong,SG,2023,74.5,178.4,78.75,97.5,,8.25,9.5,10.93,3.22,32.5,37.0,,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.0,78.75,97.5,0.5,2023,
1628397,Ivan Rabb,Ivan,Rabb,PF,2017,80.75,219.6,85.5,109.0,6.8,8.75,9.0,12.68,3.35,28.5,32.5,3.23,36.0,14.3,5.6,4.4,0.9,0.3,0.4,1.0,0.566,0.0,0.806,85.5,109.0,0.7622377622377622,2017,82.0
1631120,JD Davison,JD,Davison,PG,2022,72.5,191.8,78.5,99.5,7.8,8.5,9.5,11.38,3.26,30.0,37.0,3.23,12.0,5.5,1.6,0.8,0.9,0.2,0.2,0.3,0.421,0.286,0.5,78.5,99.5,0.6000000000000001,2022,74.5
1630550,JT Thor,JT,Thor,PF,2021,80.5,203.0,87.25,110.0,6.1,9.25,9.5,12.19,3.06,31.5,35.0,3.08,33.0,7.9,2.0,1.3,0.6,0.2,0.3,0.3,0.436,0.259,0.6,87.25,110.0,0.4936708860759493,2021,81.25
203913,Jabari Brown,Jabari,Brown,SG,2014,75.0,201.9,80.25,100.0,6.05,9.0,9.25,11.6,3.5,28.0,32.0,3.26,19.0,29.9,11.9,1.9,2.1,0.6,0.1,1.7,0.412,0.371,0.753,80.25,100.0,0.5317725752508362,2014,76.25
1631133,Jabari Walker,Jabari,Walker,PF,2022,78.75,213.8,82.75,105.0,12.1,8.75,9.75,11.53,3.24,29.5,32.5,3.12,56.0,11.1,3.9,2.3,0.6,0.2,0.2,0.5,0.419,0.286,0.756,82.75,105.0,0.6126126126126126,2022,80.0
1628980,Jacob Evans,Jacob,Evans,SG-SF,2018,76.25,199.6,81.25,102.5,6.5,9.0,9.25,11.11,3.2,28.0,35.5,3.14,30.0,6.8,1.3,0.8,0.8,0.2,0.1,0.4,0.34,0.267,0.0,81.25,102.5,0.4264705882352941,2018,77.5
1630531,Jaden Springer,Jaden,Springer,SG,2021,75.0,202.0,79.75,99.0,6.3,8.5,9.75,11.46,3.13,34.5,41.5,3.1,2.0,3.0,1.0,1.0,0.0,0.0,1.0,0.5,1.0,0.0,0.0,79.75,99.0,0.6666666666666666,2021,76.25
1630186,Jahmi'us Ramsey,Jahmi'us,Ramsey,SG,2020,74.5,193.4,78.0,100.5,3.4,8.75,9.75,,,,,,13.0,7.2,3.1,0.8,0.5,0.3,0.1,0.2,0.395,0.263,1.0,78.0,100.5,0.6111111111111112,2020,75.7
1631170,Jaime Jaquez Jr.,Jaime,Jaquez Jr.,SF,2023,78.0,226.4,81.5,99.5,,8.5,9.5,11.21,3.33,34.5,39.0,,75.0,28.2,11.9,3.8,2.6,1.0,0.3,1.5,0.489,0.322,0.811,81.5,99.5,0.648936170212766,2023,
1631222,Jake LaRavia,Jake,LaRavia,PF,2022,78.75,227.2,81.5,104.0,9.0,8.5,10.25,10.58,3.37,27.5,34.0,2.89,35.0,11.8,3.0,1.8,0.6,0.3,0.1,0.5,0.389,0.338,0.778,81.5,104.0,0.4576271186440677,2022,80.0
1627774,Jake Layman,Jake,Layman,SF,2016,80.0,208.6,81.25,102.0,7.1,8.25,9.25,11.35,3.24,33.0,39.5,2.82,35.0,7.1,2.2,0.7,0.3,0.3,0.1,0.3,0.292,0.255,0.765,81.25,102.0,0.4507042253521127,2016,81.25
1627751,Jakob Poeltl,Jakob,Poeltl,C,2016,84.25,239.0,86.75,111.5,5.8,9.25,10.25,,,,,,54.0,11.6,3.1,3.1,0.2,0.3,0.4,0.5,0.583,0.0,0.544,86.75,111.5,0.5517241379310345,2016,85.0
1628973,Jalen Brunson,Jalen,Brunson,PG,2018,73.0,198.4,76.0,96.0,6.7,8.25,9.25,10.59,3.15,29.0,37.0,3.11,73.0,21.8,9.3,2.3,3.2,0.5,0.1,1.2,0.467,0.348,0.725,76.0,96.0,0.6788990825688074,2018,74.25
1630223,Jalen Harris,Jalen,Harris,SG,2020,74.75,193.4,79.0,97.5,4.4,8.25,9.5,10.59,3.11,37.5,42.5,2.49,13.0,13.2,7.4,1.4,1.3,0.6,0.0,1.1,0.5,0.472,0.778,79.0,97.5,0.7651515151515152,2020,76.2
1629658,Jalen Hoard,Jalen,Hoard,PF,2019,79.25,212.6,84.75,105.5,6.7,8.75,9.75,11.44,3.34,27.5,35.5,3.32,13.0,7.9,2.9,2.5,0.3,0.4,0.0,0.3,0.469,0.0,0.615,84.75,105.5,0.7215189873417721,2019,81.0
1641720,Jalen Hood-Schifino,Jalen,Hood-Schifino,PG,2023,76.25,216.6,82.25,100.5,,9.0,9.75,,,,,,21.0,5.2,1.6,0.6,0.4,0.1,0.1,0.4,0.222,0.133,0.6,82.25,100.5,0.5,2023,
1630552,Jalen Johnson,Jalen,Johnson,PF,2021,79.75,209.6,84.25,106.0,4.5,9.75,10.5,,,,,,22.0,5.5,2.4,1.2,0.1,0.1,0.1,0.4,0.537,0.231,0.714,84.25,106.0,0.6727272727272727,2021,81.25
1629665,Jalen Lecque,Jalen,Lecque,PG,2019,74.5,185.2,80.5,98.5,4.0,8.75,8.5,11.09,3.29,35.0,43.0,3.3,5.0,6.4,2.0,0.4,0.4,0.0,0.0,0.4,0.4,0.0,1.0,80.5,98.5,0.4374999999999999,2019,76.25
1629667,Jalen McDaniels,Jalen,McDaniels,SF,2019,80.25,191.6,84.25,105.5,5.7,9.0,10.0,11.54,3.32,29.5,33.5,3.23,16.0,18.3,5.6,4.1,0.8,0.5,0.2,0.7,0.471,0.375,0.824,84.25,105.5,0.5737704918032787,2019,81.75
1629618,Jalen Pickett,Jalen,Pickett,PG,2023,74.0,197.8,79.25,98.5,,8.5,7.5,11.91,3.35,28.5,33.0,3.41,27.0,4.5,1.6,0.5,0.8,0.1,0.0,0.3,0.429,0.36,0.75,79.25,98.5,0.6444444444444445,2023,
1641771,Jalen Slawson,Jalen,Slawson,PF,2023,78.5,221.6,83.75,106.0,,9.0,9.0,11.26,3.29,29.0,33.0,,12.0,3.1,0.7,0.6,0.2,0.1,0.1,0.2,0.667,0.0,0.0,83.75,106.0,0.4838709677419354,2023,
1630188,Jalen Smith,Jalen,Smith,PF-C,2020,81.25,224.6,86.25,110.0,3.7,9.25,9.25,,,,,,27.0,5.8,2.0,1.4,0.1,0.0,0.1,0.3,0.44,0.235,0.714,86.25,110.0,0.603448275862069,2020,82.2
1631114,Jalen Williams,Jalen,Williams,SG,2022,76.5,209.2,86.25,105.5,8.9,8.5,9.5,11.13,3.11,33.5,39.0,3.17,75.0,30.3,14.1,4.5,3.3,1.4,0.5,1.6,0.521,0.356,0.812,86.25,105.5,0.7227722772277229,2022,77.75
1630592,Jalen Wilson,Jalen,Wilson,SF,2023,77.5,230.2,80.0,99.5,,8.25,9.0,11.26,3.2,31.5,35.0,3.15,43.0,15.5,5.0,3.0,1.0,0.3,0.1,0.4,0.425,0.324,0.826,80.0,99.5,0.5806451612903226,2023,
1628503,Jamel Artis,Jamel,Artis,SG-SF,2017,77.5,213.2,82.0,105.0,11.9,9.25,9.75,11.62,3.44,23.5,31.0,3.08,15.0,18.6,5.1,2.5,1.2,0.1,0.2,0.5,0.392,0.276,0.583,82.0,105.0,0.4731182795698924,2017,78.75
1630547,James Bouknight,James,Bouknight,SG,2021,75.5,190.0,80.25,101.5,5.5,8.75,9.0,,,,,,31.0,9.8,4.6,1.7,0.8,0.2,0.0,0.5,0.348,0.347,0.871,80.25,101.5,0.7244897959183673,2021,76.75
203949,James McAdoo,James,McAdoo,PF,2014,79.5,227.6,86.25,106.5,6.15,9.25,9.0,11.61,3.28,29.5,34.0,2.91,15.0,9.1,4.1,2.5,0.1,0.3,0.6,0.4,0.545,0.0,0.56,86.25,106.5,0.7362637362637362,2014,80.75
203923,James Young,James,Young,SG,2014,77.25,213.3,84.0,104.0,5.1,9.0,9.5,,,28.0,35.5,,31.0,10.7,3.4,1.4,0.4,0.3,0.1,0.2,0.353,0.258,0.552,84.0,104.0,0.485981308411215,2014,78.75
1641716,Jarace Walker,Jarace,Walker,PF,2023,78.5,248.6,86.5,104.5,,9.0,10.0,10.89,3.2,34.5,38.0,,33.0,10.3,3.6,1.9,1.2,0.5,0.3,0.5,0.409,0.4,0.889,86.5,104.5,0.6504854368932038,2023,
1630215,Jared Butler,Jared,Butler,PG,2021,74.25,193.0,76.0,98.5,5.1,8.5,8.25,,,,,,42.0,8.6,3.8,1.1,1.5,0.4,0.2,0.8,0.404,0.318,0.688,76.0,98.5,0.744186046511628,2021,75.75
1629607,Jared Harper,Jared,Harper,PG,2019,69.75,169.2,77.5,94.0,3.9,8.25,9.5,10.77,3.04,33.5,40.5,3.02,3.0,2.7,0.7,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,77.5,94.0,0.2592592592592592,2019,71.0
1626185,Jarell Martin,Jarell,Martin,PF,2015,80.0,238.6,81.0,106.5,10.1,8.25,9.5,11.2,3.27,28.5,35.0,2.97,27.0,14.1,5.7,3.2,0.6,0.3,0.3,0.7,0.466,0.0,0.726,81.0,106.5,0.6737588652482269,2015,81.25
1628991,Jaren Jackson,Jaren,Jackson,PF-C,2018,81.75,236.0,89.25,110.0,7.2,10.0,10.0,,,,,,58.0,26.1,13.8,4.7,1.1,0.9,1.4,1.7,0.506,0.359,0.766,89.25,110.0,0.7509578544061303,2018,83.25
203950,Jarnell Stokes,Jarnell,Stokes,PF,2014,79.0,262.8,85.25,103.5,8.2,9.75,10.5,11.92,3.26,31.0,36.0,3.2,19.0,6.6,3.0,1.8,0.2,0.3,0.3,0.4,0.568,0.0,0.536,85.25,103.5,0.7575757575757576,2014,80.5
1628417,Jaron Blossomgame,Jaron,Blossomgame,SF,2016,78.25,213.6,82.0,102.0,5.25,8.5,10.0,11.53,3.2,35.0,41.0,3.26,27.0,16.3,4.2,3.6,0.5,0.3,0.3,0.4,0.443,0.256,0.769,82.0,102.0,0.5092024539877301,2016,79.25
1628417,Jaron Blossomgame,Jaron,Blossomgame,SF,2017,77.75,218.6,82.0,104.5,5.7,8.75,10.25,11.47,3.17,31.0,35.5,3.35,27.0,16.3,4.2,3.6,0.5,0.3,0.3,0.4,0.443,0.256,0.769,82.0,104.5,0.5092024539877301,2017,78.75
1628386,Jarrett Allen,Jarrett,Allen,C,2017,81.0,233.6,89.25,109.5,7.4,9.5,10.5,11.82,3.21,31.5,35.5,3.0,72.0,20.0,8.2,5.4,0.7,0.4,1.2,1.1,0.589,0.333,0.776,89.25,109.5,0.715,2017,82.25
1629633,Jarrett Culver,Jarrett,Culver,SG,2019,77.25,194.2,81.5,100.5,5.0,8.25,8.5,,,,,,63.0,23.9,9.2,3.4,1.7,0.9,0.6,1.3,0.404,0.299,0.462,81.5,100.5,0.5983263598326359,2019,78.75
1627784,Jarrod Uthoff,Jarrod,Uthoff,PF,2016,80.5,214.4,83.5,104.0,6.0,8.75,9.0,11.52,3.5,29.0,34.5,3.03,9.0,12.8,4.4,2.4,1.0,0.2,0.4,0.3,0.421,0.333,0.714,83.5,104.0,0.609375,2016,81.75
1630554,Jason Preston,Jason,Preston,PG,2021,75.0,180.6,80.5,100.5,5.45,8.5,9.25,10.82,3.13,30.5,38.5,3.08,14.0,8.9,2.9,1.6,1.9,0.1,0.0,0.7,0.439,0.278,0.0,80.5,100.5,0.7191011235955056,2021,76.0
1628393,Jawun Evans,Jawun,Evans,PG,2017,70.75,185.2,77.5,95.0,9.1,8.0,7.75,11.34,3.21,27.5,33.5,3.26,48.0,16.2,4.8,1.8,2.1,0.8,0.1,0.9,0.352,0.278,0.776,77.5,95.0,0.537037037037037,2017,71.5
1629637,Jaxson Hayes,Jaxson,Hayes,PF,2019,82.25,218.6,87.5,110.5,5.0,9.25,10.5,11.74,3.37,27.0,34.5,3.23,64.0,16.9,7.4,4.0,0.9,0.4,0.9,0.8,0.672,0.25,0.647,87.5,110.5,0.727810650887574,2019,83.5
1630206,Jayden Scrubb,Jayden,Scrubb,SG-SF,2020,77.0,185.2,81.5,104.5,3.7,8.25,9.75,,,,,,4.0,21.0,8.8,3.5,0.3,1.0,0.0,1.8,0.389,0.222,1.0,81.5,104.5,0.6000000000000001,2020,78.2
1627759,Jaylen Brown,Jaylen,Brown,SG-SF,2016,77.25,222.8,83.75,102.5,5.05,8.75,9.0,,,,,,78.0,17.2,6.6,2.8,0.8,0.4,0.2,0.9,0.455,0.343,0.685,83.75,102.5,0.5930232558139534,2016,78.75
1641740,Jaylen Clark,Jaylen,Clark,SG,2023,76.0,204.2,81.0,101.5,,8.5,9.0,,,,,,35.0,13.9,4.5,1.3,0.7,1.0,0.1,0.2,0.479,0.431,0.759,81.0,101.5,0.4676258992805755,2023,
1629669,Jaylen Nowell,Jaylen,Nowell,SG,2019,75.25,202.4,79.25,98.0,6.1,8.25,8.5,10.76,3.23,32.0,38.5,3.13,15.0,10.1,3.8,0.9,1.3,0.2,0.1,0.2,0.358,0.115,0.941,79.25,98.0,0.594059405940594,2019,76.25
1631119,Jaylin Williams,Jaylin,Williams,C,2022,80.75,236.6,85.0,108.5,8.0,8.5,10.5,11.64,3.5,24.5,30.0,3.1,49.0,18.7,5.9,4.9,1.6,0.6,0.2,0.8,0.436,0.407,0.704,85.0,108.5,0.663101604278075,2022,82.0
203924,Jerami Grant,Jerami,Grant,SF,2014,78.5,214.0,86.75,107.0,3.75,9.25,9.25,,,,,,65.0,21.2,6.3,3.0,1.2,0.6,1.0,1.3,0.352,0.314,0.591,86.75,107.0,0.4952830188679245,2014,79.75
1630526,Jeremiah Robinson-Earl,Jeremiah,Robinson-Earl,PF,2021,79.75,242.4,81.75,105.5,8.9,9.0,9.75,11.64,3.29,27.0,32.0,3.15,49.0,22.2,7.5,5.6,1.0,0.6,0.3,0.8,0.414,0.352,0.741,81.75,105.5,0.6351351351351351,2021,81.0
1626170,Jerian Grant,Jerian,Grant,PG,2015,75.25,198.0,79.5,100.0,5.6,8.25,8.5,,,,,,76.0,16.6,5.6,1.9,2.3,0.7,0.1,1.1,0.394,0.22,0.78,79.5,100.0,0.5903614457831325,2015,76.25
1630579,Jericho Sims,Jericho,Sims,C,2021,81.0,250.2,87.25,106.0,5.5,9.0,9.75,11.59,3.05,37.0,44.5,3.38,41.0,13.5,2.2,4.1,0.5,0.3,0.5,0.5,0.722,0.0,0.414,87.25,106.0,0.5037037037037037,2021,82.0
1629010,Jerome Robinson,Jerome,Robinson,SG,2018,76.0,188.4,79.25,98.0,6.05,9.0,10.0,,,,,,33.0,9.7,3.4,1.2,0.6,0.3,0.1,0.4,0.4,0.316,0.667,79.25,98.0,0.5360824742268041,2018,77.0
1628975,Jevon Carter,Jevon,Carter,PG,2018,72.25,196.2,76.25,95.0,4.15,9.25,8.5,11.04,3.18,29.0,36.5,3.05,39.0,14.8,4.4,1.7,1.8,0.7,0.3,0.8,0.303,0.333,0.813,76.25,95.0,0.5337837837837838,2018,73.5
203925,Joe Harris,Joe,Harris,SG,2014,76.75,215.0,78.0,100.0,6.2,8.5,9.75,11.11,3.31,28.5,33.5,2.92,51.0,9.7,2.7,0.8,0.5,0.1,0.0,0.5,0.4,0.369,0.6,78.0,100.0,0.4123711340206186,2014,78.25
1630580,Joe Wieskamp,Joe,Wieskamp,SF,2021,77.75,204.8,83.0,103.0,4.1,8.5,9.25,10.7,3.04,30.0,42.0,3.18,29.0,7.1,2.1,0.5,0.3,0.1,0.1,0.1,0.357,0.326,0.538,83.0,103.0,0.4084507042253521,2021,79.25
1627762,Joel Bolomboy,Joel,Bolomboy,PF,2016,79.5,224.4,85.75,103.5,5.15,9.0,10.25,10.26,3.17,37.5,40.5,2.86,12.0,4.4,1.8,1.4,0.2,0.1,0.2,0.2,0.563,0.25,0.5,85.75,103.5,0.7727272727272727,2016,81.0
1631219,John Butler Jr.,John,Butler Jr.,PF,2022,83.75,174.4,86.25,112.0,4.7,8.5,8.75,11.16,3.33,26.5,28.5,3.04,19.0,11.6,2.4,0.9,0.6,0.4,0.5,0.1,0.321,0.229,0.75,86.25,112.0,0.3362068965517241,2022,84.75
1628381,John Collins,John,Collins,PF,2017,80.25,225.2,83.25,106.5,5.4,9.0,10.0,11.66,3.27,33.0,37.5,3.27,74.0,24.1,10.5,7.3,1.3,0.6,1.1,1.4,0.576,0.34,0.715,83.25,106.5,0.7925311203319502,2017,81.5
1628405,Johnathan Motley,Johnathan,Motley,PF,2017,79.75,238.2,88.0,108.0,,9.0,9.5,,,,,,11.0,16.0,8.7,4.5,0.6,0.3,0.2,0.8,0.533,0.167,0.536,88.0,108.0,0.8624999999999999,2017,80.75
1631098,Johnny Davis,Johnny,Davis,PG,2022,76.25,196.4,80.5,103.5,6.7,8.5,10.25,,,,,,28.0,15.1,5.8,2.3,1.0,0.4,0.3,0.6,0.386,0.243,0.519,80.5,103.5,0.6026490066225165,2022,77.75
1630548,Johnny Juzang,Johnny,Juzang,SG,2021,77.5,209.0,82.5,100.5,8.0,8.5,9.5,11.13,3.13,31.0,36.5,3.08,18.0,12.9,4.8,2.2,0.4,0.2,0.2,0.2,0.337,0.238,0.5,82.5,100.5,0.5736434108527132,2021,79.0
1630548,Johnny Juzang,Johnny,Juzang,SG,2022,77.25,208.6,83.0,102.5,7.5,8.5,9.5,11.03,3.29,27.5,32.5,3.17,18.0,12.9,4.8,2.2,0.4,0.2,0.2,0.2,0.337,0.238,0.5,83.0,102.5,0.5736434108527132,2022,78.5
203948,Johnny O?Bryant III,Johnny,O?Bryant III,PF,2014,79.25,256.8,86.25,105.0,10.75,9.25,9.5,11.57,3.45,31.0,35.5,3.32,34.0,10.8,2.9,1.9,0.5,0.1,0.1,0.7,0.367,0.0,0.444,86.25,105.0,0.4907407407407407,2014,80.5
1629007,Jontay Porter,Jontay,Porter,C-PF,2018,82.0,236.0,84.25,109.0,13.85,8.75,9.5,11.9,3.4,25.5,31.0,3.07,11.0,4.9,2.0,1.3,0.1,0.3,0.1,0.6,0.533,0.375,0.6,84.25,109.0,0.693877551020408,2018,83.5
1629007,Jontay Porter,Jontay,Porter,PF,2019,81.75,210.4,84.0,109.5,8.5,8.75,9.5,,,,,,11.0,4.9,2.0,1.3,0.1,0.3,0.1,0.6,0.533,0.375,0.6,84.0,109.5,0.693877551020408,2019,83.0
203919,Jordan Adams,Jordan,Adams,SG,2014,75.5,208.8,82.0,102.0,10.8,8.5,7.5,12.13,3.5,24.5,29.5,3.05,30.0,8.3,3.1,0.9,0.5,0.5,0.2,0.5,0.407,0.4,0.609,82.0,102.0,0.5421686746987951,2014,76.75
1628395,Jordan Bell,Jordan,Bell,PF,2017,79.0,223.6,83.75,104.5,5.4,9.25,9.5,10.63,3.21,31.5,38.0,2.83,57.0,14.2,4.6,3.6,1.8,0.6,1.0,0.9,0.627,0.0,0.682,83.75,104.5,0.7042253521126761,2017,80.5
1629648,Jordan Bone,Jordan,Bone,SG,2019,73.5,179.0,75.25,95.0,5.0,7.5,9.25,9.97,3.08,36.0,42.5,2.78,10.0,5.3,1.2,0.4,0.8,0.1,0.0,0.2,0.25,0.2,0.0,75.25,95.0,0.4528301886792453,2019,74.75
203903,Jordan Clarkson,Jordan,Clarkson,PG,2014,75.25,186.3,80.0,98.0,4.3,8.25,9.0,10.76,3.28,33.0,38.5,2.98,59.0,25.0,11.9,3.2,3.5,0.9,0.2,1.6,0.448,0.314,0.829,80.0,98.0,0.7440000000000001,2014,77.0
1641722,Jordan Hawkins,Jordan,Hawkins,SG,2023,76.25,186.0,78.75,101.5,,8.25,8.75,,,,,,67.0,17.3,7.8,2.2,1.0,0.3,0.1,0.6,0.382,0.366,0.838,78.75,101.5,0.6358381502890174,2023,
203895,Jordan McRae,Jordan,McRae,SG,2014,75.75,179.4,84.5,104.0,5.2,8.75,8.5,11.07,3.39,27.5,34.5,3.15,7.0,11.7,5.3,1.1,1.4,0.4,0.0,0.9,0.423,0.273,0.8,84.5,104.0,0.6666666666666667,2014,77.25
1626175,Jordan Mickey,Jordan,Mickey,PF,2015,79.0,238.0,87.25,106.0,7.2,8.75,9.5,11.72,3.28,33.0,37.5,3.13,16.0,3.6,1.3,0.8,0.1,0.0,0.7,0.1,0.364,0.0,0.5,87.25,106.0,0.6111111111111112,2015,80.25
1641757,Jordan Miller,Jordan,Miller,SF,2023,76.5,191.6,83.75,103.5,,8.5,9.25,11.43,3.17,32.0,36.5,3.21,8.0,3.5,1.6,0.6,0.0,0.0,0.0,0.1,0.556,0.5,1.0,83.75,103.5,0.6285714285714287,2023,
1629670,Jordan Nwora,Jordan,Nwora,PF,2019,77.75,220.0,82.5,103.0,7.8,8.5,9.25,,,,,,30.0,9.1,5.7,2.0,0.2,0.6,0.3,0.8,0.459,0.452,0.76,82.5,103.0,0.8681318681318682,2019,79.5
1629670,Jordan Nwora,Jordan,Nwora,SF-PF,2020,77.75,223.0,82.25,104.0,11.68,8.5,9.25,11.29,3.43,29.0,35.0,2.66,30.0,9.1,5.7,2.0,0.2,0.6,0.3,0.8,0.459,0.452,0.76,82.25,104.0,0.8681318681318682,2020,79.0
1629673,Jordan Poole,Jordan,Poole,SG,2019,75.5,190.8,78.75,99.5,7.5,8.25,8.5,10.59,3.27,28.0,35.5,3.14,57.0,22.4,8.8,2.1,2.4,0.6,0.2,1.3,0.333,0.279,0.798,78.75,99.5,0.5937500000000001,2019,77.5
1641775,Jordan Walsh,Jordan,Walsh,SF,2023,77.75,204.0,85.75,107.0,,8.75,8.5,10.83,3.3,33.0,36.0,,9.0,9.2,1.7,2.2,0.6,0.6,0.1,0.3,0.4,0.222,0.5,85.75,107.0,0.4891304347826087,2023,
1630528,Josh Christopher,Josh,Christopher,SG,2021,75.25,214.8,81.25,101.0,5.8,8.75,8.5,11.32,3.14,29.5,37.5,3.3,74.0,18.0,7.9,2.5,2.0,0.9,0.2,1.5,0.448,0.296,0.735,81.25,101.0,0.6888888888888889,2021,76.5
1630182,Josh Green,Josh,Green,SG-SF,2020,76.5,214.0,81.75,101.5,6.8,8.0,8.75,10.64,3.12,30.5,39.5,2.28,39.0,11.4,2.6,2.0,0.7,0.4,0.1,0.4,0.452,0.16,0.565,81.75,101.5,0.4649122807017543,2020,77.5
1628404,Josh Hart,Josh,Hart,SG,2016,76.0,203.6,80.5,99.5,5.75,8.5,9.25,11.15,3.2,29.5,38.5,3.15,63.0,23.2,7.9,4.2,1.3,0.7,0.3,0.7,0.469,0.396,0.702,80.5,99.5,0.5775862068965518,2016,77.5
1628404,Josh Hart,Josh,Hart,SG-SF,2017,75.75,209.2,80.25,101.0,5.8,8.5,9.5,11.15,3.18,27.5,35.5,3.02,63.0,23.2,7.9,4.2,1.3,0.7,0.3,0.7,0.469,0.396,0.702,80.25,101.0,0.5775862068965518,2017,77.0
1629006,Josh Okogie,Josh,Okogie,SG,2018,75.0,210.8,84.0,102.0,5.2,9.0,9.75,11.08,3.04,33.0,42.0,3.03,74.0,23.7,7.7,2.9,1.2,1.2,0.4,0.9,0.386,0.279,0.728,84.0,102.0,0.4978902953586497,2018,76.5
1630221,Joshua Hall,Joshua,Hall,SF,2020,78.0,196.6,83.0,104.5,7.6,8.75,9.5,12.16,3.38,31.5,37.5,2.62,21.0,16.0,4.1,2.8,1.3,0.2,0.0,1.2,0.303,0.108,0.5,83.0,104.5,0.5125,2020,79.5
1630563,Joshua Primo,Joshua,Primo,SG,2021,76.0,189.0,81.25,102.5,6.3,9.0,10.0,10.97,3.22,30.5,37.5,3.36,50.0,19.3,5.8,2.3,1.6,0.4,0.5,1.1,0.374,0.307,0.746,81.25,102.5,0.5025906735751294,2021,77.0
1630577,Julian Champagnie,Julian,Champagnie,SF,2021,78.5,217.4,82.0,106.5,8.0,9.0,8.5,12.38,3.2,26.0,32.0,3.2,2.0,3.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,82.0,106.5,0.0,2021,79.5
1630577,Julian Champagnie,Julian,Champagnie,SF,2022,78.25,212.4,82.0,107.0,7.1,8.75,9.25,11.39,3.14,28.5,34.5,3.04,2.0,3.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,82.0,107.0,0.0,2022,79.75
1641763,Julian Phillips,Julian,Phillips,SF,2023,78.75,196.6,83.5,102.0,,8.5,9.0,11.09,3.32,36.0,43.0,,40.0,8.1,2.2,0.9,0.3,0.2,0.2,0.3,0.416,0.316,0.684,83.5,102.0,0.4197530864197531,2023,
1631124,Julian Strawther,Julian,Strawther,SF,2022,77.75,207.6,81.5,104.5,7.9,8.25,8.5,10.3,3.26,28.5,35.0,3.37,50.0,10.9,4.5,1.2,0.9,0.3,0.1,0.5,0.369,0.297,0.71,81.5,104.5,0.6055045871559633,2022,79.0
1631124,Julian Strawther,Julian,Strawther,SF,2023,78.0,208.8,81.25,105.0,,8.25,8.25,10.94,3.31,27.5,34.5,3.46,50.0,10.9,4.5,1.2,0.9,0.3,0.1,0.5,0.369,0.297,0.71,81.25,105.0,0.6055045871559633,2023,
203944,Julius Randle,Julius,Randle,PF,2014,79.75,249.7,84.0,105.5,9.4,8.75,8.25,11.45,3.27,29.0,35.5,3.14,1.0,14.0,2.0,0.0,0.0,0.0,0.0,1.0,0.333,0.0,0.0,84.0,105.5,0.1428571428571428,2014,81.0
1626147,Justin Anderson,Justin,Anderson,SF-SG,2015,77.25,230.6,83.75,101.0,5.0,8.5,9.5,11.13,3.22,38.0,43.0,2.88,55.0,11.8,3.8,2.4,0.5,0.3,0.5,0.4,0.406,0.265,0.8,83.75,101.0,0.5677966101694915,2015,78.25
