PLAYER_ID,PLAYER_NAME,FIRST_NAME,LAST_NAME,POSITION,DRAFT_YEAR,HEIGHT_WO_SHOES,WEIGHT,WINGSPAN,STANDING_REACH,BODY_FAT_PCT,HAND_LENGTH,HAND_WIDTH,LANE_AGILITY_TIME,THREE_QUARTER_SPRINT,STANDING_VERTICAL_LEAP,MAX_VERTICAL_LEAP,MODIFIED_LANE_AGILITY_TIME,GAMES_PLAYED,MINUTES,POINTS,REBOUNDS,ASSISTS,STEALS,BLOCKS,TURNOVERS,FIELD_GOAL_PCT,THREE_POINT_PCT,FREE_THROW_PCT,WINGSPAN_INCHES,STANDING_REACH_INCHES,PRA_PERMIN,SEASON,HEIGHT_W_SHOES
1626174,Christian Wood,Christian,Wood,PF,2015,81.25,216.0,87.25,111.5,14.7,9.25,10.75,,,,,,17.0,8.5,3.6,2.2,0.2,0.3,0.4,0.1,0.415,0.364,0.619,87.25,111.5,0.7058823529411766,2015,82.5
203921,Cleanthony Early,Cleanthony,Early,SF,2014,78.0,209.4,82.75,101.5,4.45,8.5,9.0,11.15,3.18,34.0,40.0,2.96,39.0,16.6,5.4,2.5,0.9,0.6,0.3,1.0,0.355,0.262,0.75,82.75,101.5,0.5301204819277109,2014,79.25
1626146,Cliff Alexander,Cliff,Alexander,PF-C,2015,79.25,239.2,87.5,109.5,5.8,9.5,10.25,,,,,,8.0,4.5,1.3,0.8,0.0,0.1,0.3,0.1,0.5,0.0,0.0,87.5,109.5,0.4666666666666667,2015,80.5
1629632,Coby White,Coby,White,PG,2019,75.5,191.4,77.0,97.5,4.3,7.75,9.0,,,,,,65.0,25.8,13.2,3.5,2.7,0.8,0.1,1.7,0.394,0.354,0.791,77.0,97.5,0.7519379844961239,2019,76.75
1628998,Cody Martin,Cody,Martin,SG-SF,2018,76.75,188.6,82.25,102.5,5.45,8.5,9.0,10.64,3.09,29.0,36.5,3.05,48.0,18.8,5.0,3.3,2.0,0.8,0.2,0.9,0.43,0.234,0.646,82.25,102.5,0.5478723404255319,2018,78.0
1628998,Cody Martin,Cody,Martin,PG-SG,2019,76.75,192.2,82.25,102.5,5.0,8.25,9.0,10.44,3.32,28.0,35.5,2.99,48.0,18.8,5.0,3.3,2.0,0.8,0.2,0.9,0.43,0.234,0.646,82.25,102.5,0.5478723404255319,2019,77.5
1641732,Colby Jones,Colby,Jones,SG,2023,76.5,199.2,80.0,103.0,,8.25,8.5,11.14,3.33,30.5,35.0,3.13,30.0,6.4,2.1,1.3,0.7,0.2,0.2,0.3,0.394,0.091,0.545,80.0,103.0,0.640625,2023,
1631221,Collin Gillespie,Collin,Gillespie,PG,2022,73.5,195.8,76.0,98.0,8.6,8.25,9.0,10.95,3.21,26.5,33.0,3.01,24.0,9.4,3.6,0.9,1.1,0.5,0.0,0.6,0.464,0.395,0.667,76.0,98.0,0.5957446808510638,2022,74.75
1629012,Collin Sexton,Collin,Sexton,PG,2018,72.5,183.0,79.25,98.5,5.6,8.25,8.5,,,,,,82.0,31.8,16.7,2.9,3.0,0.5,0.1,2.3,0.43,0.402,0.839,79.25,98.5,0.710691823899371,2018,73.5
1630557,Corey Kispert,Corey,Kispert,SF,2021,78.0,223.8,79.0,102.0,6.8,8.75,10.0,10.91,3.12,30.0,37.5,2.99,77.0,23.4,8.2,2.7,1.1,0.5,0.3,0.6,0.455,0.35,0.871,79.0,102.0,0.5128205128205128,2021,79.25
203928,Cory Jefferson,Cory,Jefferson,PF,2014,79.75,218.4,84.5,105.0,5.25,8.75,9.75,12.63,3.36,33.0,37.5,3.39,50.0,10.6,3.7,2.9,0.3,0.2,0.4,0.4,0.449,0.133,0.574,84.5,105.0,0.6509433962264151,2014,81.0
1628391,D.J. Wilson,D.J.,Wilson,PF,2017,80.75,234.4,87.0,109.5,6.4,9.25,10.25,,,,,,22.0,3.2,1.0,0.5,0.1,0.1,0.0,0.2,0.563,0.4,0.5,87.0,109.5,0.5,2017,82.5
1626156,D?Angelo Russell,D?Angelo,Russell,PG-SG,2015,75.25,193.4,81.75,102.0,8.3,8.75,9.75,,,,,,80.0,28.2,13.2,3.4,3.3,1.2,0.2,2.5,0.41,0.351,0.737,81.75,102.0,0.7056737588652482,2015,77.0
1629610,DaQuan Jeffries,DaQuan,Jeffries,SF-PF,2019,76.0,215.6,83.25,104.0,3.9,9.5,10.25,,,,,,13.0,10.8,3.8,1.4,0.5,0.3,0.1,0.2,0.5,0.278,0.833,83.25,104.0,0.5277777777777777,2019,77.0
1630227,Daishen Nix,Daishen,Nix,PG,2021,75.0,225.6,78.75,100.0,11.8,8.5,9.0,11.72,3.0,29.5,36.5,3.18,24.0,10.9,3.2,1.4,1.7,0.6,0.0,1.1,0.403,0.269,0.533,78.75,100.0,0.5779816513761468,2021,76.25
1626177,Dakari Johnson,Dakari,Johnson,C,2015,83.0,264.6,86.0,112.0,14.9,9.25,10.5,11.76,3.62,22.5,25.0,2.94,31.0,5.2,1.8,1.1,0.3,0.2,0.3,0.1,0.564,0.0,0.55,86.0,112.0,0.6153846153846154,2015,83.75
1631207,Dalen Terry,Dalen,Terry,SG,2022,78.0,195.2,84.75,106.0,5.4,8.5,9.0,,,,,,38.0,5.6,2.2,1.0,0.6,0.3,0.1,0.2,0.444,0.259,0.667,84.75,106.0,0.6785714285714287,2022,79.25
1627745,Damian Jones,Damian,Jones,C,2016,82.25,243.6,87.75,107.0,6.55,8.75,10.5,11.35,3.2,36.0,37.0,3.12,10.0,8.5,1.9,2.3,0.0,0.1,0.4,0.6,0.5,0.0,0.3,87.75,107.0,0.4941176470588234,2016,83.5
1628422,Damyean Dotson,Damyean,Dotson,SG-SF,2017,76.5,205.2,81.0,100.0,5.3,8.5,9.25,11.18,3.13,31.5,38.0,3.03,44.0,10.8,4.1,1.9,0.7,0.3,0.0,0.4,0.447,0.324,0.696,81.0,100.0,0.6203703703703703,2017,77.5
1629655,Daniel Gafford,Daniel,Gafford,PF,2019,81.25,237.6,86.5,110.0,5.9,9.25,9.25,11.61,3.25,32.5,36.5,3.19,43.0,14.2,5.1,2.5,0.5,0.3,1.3,0.7,0.701,0.0,0.533,86.25,110.0,0.5704225352112676,2019,82.5
1627772,Daniel Hamilton,Daniel,Hamilton,SG-SF,2016,78.25,197.0,81.0,103.5,5.95,9.0,8.5,11.48,3.4,26.0,29.0,3.2,6.0,4.7,2.0,0.8,1.3,0.2,0.0,0.3,0.455,0.4,0.0,81.0,103.5,0.8723404255319148,2016,80.0
203957,Dante Exum,Dante,Exum,SG,2014,76.5,196.3,81.5,103.0,6.4,8.5,9.5,10.75,3.19,31.5,34.5,2.88,82.0,22.2,4.8,1.6,2.4,0.5,0.2,1.4,0.349,0.314,0.625,81.5,103.0,0.3963963963963964,2014,78.0
1641727,Dariq Whitehead,Dariq,Whitehead,SG,2023,77.75,217.2,82.25,103.5,,8.5,10.0,,,,,,2.0,12.0,1.5,2.0,1.5,0.0,0.5,0.0,0.2,0.0,0.5,82.25,103.5,0.4166666666666667,2023,
1629647,Darius Bazley,Darius,Bazley,PF,2019,79.75,208.4,84.0,107.0,3.6,9.0,9.75,11.09,3.27,30.5,37.0,2.95,61.0,18.5,5.6,4.0,0.7,0.4,0.7,0.7,0.394,0.348,0.694,84.0,107.0,0.5567567567567567,2019,81.0
1630561,David Duke Jr.,David,Duke Jr.,SG,2021,76.25,203.6,80.75,102.5,5.9,8.5,9.0,11.21,3.08,30.0,39.0,3.19,22.0,15.5,4.7,3.0,0.8,0.6,0.3,0.4,0.361,0.243,0.81,80.75,102.5,0.5483870967741935,2021,77.5
1630525,David Johnson,David,Johnson,SG,2021,75.25,202.8,82.5,104.0,7.5,8.25,8.5,12.02,3.03,33.0,39.0,3.2,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.5,104.0,0.0,2021,76.75
1631223,David Roddy,David,Roddy,PF,2022,76.5,260.8,83.5,105.0,11.6,8.75,10.0,10.75,3.22,27.0,35.5,3.1,70.0,18.0,6.7,2.8,0.8,0.4,0.3,0.8,0.429,0.307,0.631,83.5,105.0,0.5722222222222223,2022,78.0
1630558,Davion Mitchell,Davion,Mitchell,PG,2021,72.0,202.4,76.25,96.5,6.2,8.25,8.75,,,,,,75.0,27.7,11.5,2.2,4.2,0.7,0.3,1.5,0.418,0.316,0.659,76.25,96.5,0.6462093862815884,2021,73.25
1628432,Davon Reed,Davon,Reed,SG-SF,2017,76.5,206.2,84.0,102.0,6.5,9.25,9.5,11.37,3.34,28.5,36.0,3.21,21.0,11.5,3.0,1.9,0.6,0.5,0.1,0.5,0.289,0.289,0.667,84.0,102.0,0.4782608695652174,2017,77.5
1628368,De?Aaron Fox,De?Aaron,Fox,PG,2017,74.0,169.6,78.5,100.0,4.5,8.5,8.5,,,,,,73.0,27.8,11.6,2.8,4.4,1.0,0.3,2.4,0.412,0.307,0.723,78.5,100.0,0.6762589928057553,2017,75.25
1627761,DeAndre Bembry,DeAndre,Bembry,SG-SF,2016,76.25,206.6,81.25,101.0,7.0,8.0,9.25,10.9,3.17,32.0,38.0,2.87,38.0,9.8,2.7,1.6,0.7,0.2,0.1,0.4,0.48,0.056,0.375,81.25,101.0,0.5102040816326531,2016,77.75
1629001,DeAnthony Melton,DeAnthony,Melton,SG-PG,2018,74.25,193.2,80.5,99.5,5.2,8.5,9.5,11.48,3.23,31.0,36.5,3.33,50.0,19.7,5.0,2.7,3.2,1.4,0.5,1.5,0.391,0.305,0.75,80.5,99.5,0.5532994923857868,2018,75.25
1626153,Delon Wright,Delon,Wright,PG,2015,76.25,181.4,79.5,101.5,6.6,8.0,8.5,11.16,3.29,29.5,31.0,3.5,27.0,8.5,3.8,1.4,1.1,0.3,0.1,0.6,0.45,0.385,0.743,79.5,101.5,0.7411764705882352,2015,77.5
1627743,Demetrius Jackson,Demetrius,Jackson,PG,2016,72.0,193.8,77.5,93.0,6.5,8.25,9.0,10.81,3.25,37.5,43.5,2.87,5.0,3.4,2.0,0.8,0.6,0.0,0.0,0.0,0.75,1.0,0.5,77.5,93.0,1.0,2016,73.25
1627756,Denzel Valentine,Denzel,Valentine,SG-SF,2016,76.0,210.4,82.75,102.0,9.2,8.5,9.75,10.51,3.46,27.0,32.0,3.22,57.0,17.1,5.1,2.6,1.1,0.5,0.1,0.9,0.354,0.351,0.778,82.75,102.0,0.5146198830409355,2016,77.75
1631220,Dereon Seabron,Dereon,Seabron,SG,2022,76.75,182.4,80.75,103.5,4.0,8.5,9.5,11.03,3.12,30.5,38.0,3.04,5.0,2.4,0.8,0.2,0.0,0.0,0.0,0.0,0.4,0.0,0.0,80.75,103.5,0.4166666666666667,2022,77.75
1628476,Derrick Walton Jr.,Derrick,Walton Jr.,PG,2017,71.0,188.6,74.5,95.0,5.8,8.0,8.5,11.28,3.29,26.0,32.5,3.12,16.0,9.2,1.8,1.0,1.0,0.4,0.2,0.1,0.32,0.412,1.0,74.5,95.0,0.4130434782608695,2017,72.75
1628401,Derrick White,Derrick,White,PG,2017,75.25,189.8,79.5,101.5,6.2,8.25,8.5,10.84,3.08,31.0,36.5,2.92,17.0,8.2,3.2,1.5,0.5,0.2,0.2,0.4,0.485,0.615,0.7,79.5,101.5,0.6341463414634148,2017,76.5
1626164,Devin Booker,Devin,Booker,SG,2015,76.5,205.8,80.25,102.5,8.3,8.75,9.0,10.27,3.28,27.5,34.5,2.75,76.0,27.7,13.8,2.5,2.6,0.6,0.3,2.1,0.423,0.343,0.84,80.25,102.5,0.6823104693140796,2015,77.75
1628421,Devin Robinson,Devin,Robinson,SF,2017,79.0,189.6,84.75,106.0,3.2,9.25,10.25,12.85,3.23,35.5,41.5,3.61,1.0,13.0,2.0,5.0,0.0,1.0,0.0,0.0,0.333,0.0,0.0,84.75,106.0,0.5384615384615384,2017,80.25
1629653,Devon Dotson,Devon,Dotson,PG,2019,72.0,178.6,75.25,95.5,5.9,8.25,9.5,10.63,3.04,30.0,38.5,2.8,11.0,4.5,2.1,0.5,0.6,0.4,0.0,0.0,0.524,0.143,0.0,75.25,95.5,0.7111111111111111,2019,74.0
1629653,Devon Dotson,Devon,Dotson,PG,2020,72.5,185.2,75.0,95.0,4.6,8.25,10.0,10.44,3.02,31.5,40.5,2.22,11.0,4.5,2.1,0.5,0.6,0.4,0.0,0.0,0.524,0.143,0.0,75.0,95.0,0.7111111111111111,2020,73.7
1628985,Devon Hall,Devon,Hall,SG,2018,76.25,206.4,79.75,102.0,8.45,8.5,10.0,10.95,3.27,25.0,31.0,3.16,11.0,7.4,1.8,0.6,1.2,0.4,0.1,0.5,0.2,0.235,0.5,79.75,102.0,0.4864864864864864,2018,78.0
1628984,Devonte Graham,Devonte,Graham,PG,2018,72.25,186.4,78.25,96.0,4.8,8.5,9.5,11.28,3.21,31.0,37.0,3.15,46.0,14.7,4.7,1.4,2.6,0.5,0.0,0.7,0.343,0.281,0.761,78.25,96.0,0.5918367346938775,2018,73.5
203906,Devyn Marble,Devyn,Marble,SG,2014,77.0,192.4,81.0,102.0,6.9,8.25,8.5,11.32,3.28,29.0,35.0,3.08,16.0,13.0,2.3,1.9,1.1,0.6,0.1,0.6,0.318,0.182,0.313,81.0,102.0,0.4076923076923076,2014,78.5
1629608,Dewan Hernandez,Dewan,Hernandez,C,2019,81.0,232.8,85.75,107.0,6.1,9.5,10.25,11.46,3.28,30.5,35.5,3.25,6.0,4.7,2.3,2.3,0.5,0.2,0.0,0.5,0.357,0.5,0.6,85.75,107.0,1.0851063829787233,2019,82.25
1627738,Deyonta Davis,Deyonta,Davis,PF,2016,81.25,237.2,86.5,108.5,9.7,9.0,9.25,,,,,,36.0,6.6,1.6,1.7,0.1,0.1,0.5,0.2,0.511,0.0,0.556,86.5,108.5,0.5151515151515151,2016,82.5
1627754,Diamond Stone,Diamond,Stone,C,2016,81.0,254.4,86.75,108.5,12.85,8.5,7.75,12.02,3.5,27.0,29.5,3.22,7.0,3.4,1.4,0.9,0.0,0.0,0.1,0.3,0.231,0.0,1.0,86.75,108.5,0.676470588235294,2016,82.25
1628415,Dillon Brooks,Dillon,Brooks,SG-SF,2017,77.0,220.2,78.0,100.5,7.5,8.25,9.25,11.14,3.21,31.0,37.5,3.24,82.0,28.7,11.0,3.1,1.6,0.9,0.2,1.5,0.44,0.356,0.747,78.0,100.5,0.5470383275261324,2017,78.0
1631230,Dominick Barlow,Dominick,Barlow,PF,2022,80.75,221.0,87.0,108.5,5.9,9.0,10.5,11.29,3.33,28.5,34.0,3.19,28.0,14.6,3.9,3.6,0.9,0.4,0.7,0.5,0.535,0.0,0.72,87.0,108.5,0.5753424657534247,2022,81.75
1628378,Donovan Mitchell,Donovan,Mitchell,SG,2017,73.25,211.4,82.0,97.0,5.9,8.5,9.5,11.53,3.01,36.5,40.5,3.07,79.0,33.4,20.5,3.7,3.7,1.5,0.3,2.7,0.437,0.34,0.805,82.0,97.0,0.8353293413173652,2017,75.0
1628978,Donte DiVincenzo,Donte,DiVincenzo,SG,2018,75.5,200.6,78.0,97.5,5.0,8.25,9.0,10.72,3.11,34.5,42.0,3.12,27.0,15.2,4.9,2.4,1.1,0.5,0.2,0.7,0.403,0.265,0.75,78.0,97.5,0.5526315789473685,2018,76.5
1627827,Dorian Finney-Smith,Dorian,Finney-Smith,SF,2016,78.5,212.6,83.75,105.5,6.45,9.0,9.75,11.01,3.27,32.5,35.5,3.04,81.0,20.3,4.3,2.7,0.8,0.6,0.3,0.6,0.372,0.293,0.754,83.75,105.5,0.3842364532019704,2016,79.75
203926,Doug McDermott,Doug,McDermott,SF,2014,78.25,218.0,81.25,103.0,7.1,8.75,9.75,11.1,3.29,28.5,36.5,3.15,36.0,8.9,3.0,1.2,0.2,0.1,0.0,0.5,0.402,0.317,0.667,81.25,103.0,0.4943820224719101,2014,79.75
1631166,Drew Timme,Drew,Timme,C,2022,80.25,231.6,86.0,107.5,15.7,9.0,10.0,11.71,3.38,25.5,31.5,3.31,4.0,24.8,11.3,5.0,1.8,0.8,0.3,1.5,0.541,0.182,0.75,86.0,107.5,0.7298387096774194,2022,81.25
1631166,Drew Timme,Drew,Timme,C,2023,80.75,243.2,85.75,108.5,,9.0,10.0,10.93,3.34,26.0,30.5,,4.0,24.8,11.3,5.0,1.8,0.8,0.3,1.5,0.541,0.182,0.75,85.75,108.5,0.7298387096774194,2023,
1630613,Duane Washington Jr.,Duane,Washington Jr.,SG,2021,74.25,196.8,79.75,101.0,5.1,8.25,8.75,11.5,3.17,29.5,35.5,3.06,48.0,20.2,9.9,1.7,1.8,0.5,0.1,1.2,0.405,0.377,0.754,79.75,101.0,0.6633663366336634,2021,75.75
1628407,Dwayne Bacon,Dwayne,Bacon,SG-SF,2017,76.75,221.6,82.0,103.5,7.9,8.75,10.0,11.7,3.22,30.0,36.5,3.22,53.0,13.5,3.3,2.3,0.7,0.3,0.0,0.4,0.375,0.256,0.8,82.0,103.5,0.4666666666666667,2017,78.25
203939,Dwight Powell,Dwight,Powell,PF,2014,81.5,234.4,84.5,105.0,6.2,9.0,9.25,11.28,3.2,28.5,35.0,2.88,5.0,1.8,1.8,0.2,0.0,0.4,0.0,0.4,0.8,0.0,0.5,84.5,105.0,1.1111111111111112,2014,83.0
1629685,Dylan Windler,Dylan,Windler,SF,2019,78.25,195.8,82.0,104.5,4.6,8.25,9.5,10.7,3.3,29.0,37.5,2.94,31.0,16.5,5.2,3.5,1.1,0.6,0.4,1.0,0.438,0.338,0.778,82.0,104.5,0.5939393939393939,2019,79.5
1630700,Dyson Daniels,Dyson,Daniels,SG,2022,78.0,195.2,82.5,105.0,4.9,8.5,9.75,10.81,3.22,29.0,34.0,2.81,59.0,17.7,3.8,3.2,2.3,0.7,0.2,1.0,0.418,0.314,0.65,82.5,105.0,0.5254237288135594,2022,79.5
1630604,E.J. Liddell,E.J.,Liddell,PF,2022,77.5,243.0,83.75,103.5,12.2,8.25,9.25,11.11,3.26,35.5,38.0,3.23,8.0,2.9,0.5,0.6,0.1,0.3,0.3,0.3,0.167,0.0,1.0,83.75,103.5,0.4137931034482759,2022,79.0
1628410,Edmond Sumner,Edmond,Sumner,PG,2017,76.0,176.4,81.0,102.5,8.3,8.25,9.0,,,,,,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,81.0,102.5,1.5,2017,77.75
1628389,Edrice Adebayo,Edrice,Adebayo,PF-C,2017,80.75,242.6,86.75,108.0,5.2,9.5,8.75,11.94,3.24,33.5,38.5,3.24,69.0,19.8,6.9,5.5,1.5,0.5,0.6,1.0,0.512,0.0,0.721,86.75,108.0,0.702020202020202,2017,75.75
203901,Elfrid Payton,Elfrid,Payton,PG,2014,74.5,185.4,80.0,98.5,5.65,8.75,9.0,11.06,3.23,31.5,35.5,2.92,82.0,30.4,8.9,4.3,6.5,1.7,0.2,2.5,0.425,0.262,0.551,80.0,98.5,0.6480263157894737,2014,75.75
1630190,Elijah Hughes,Elijah,Hughes,SF-SG,2020,76.75,229.0,79.5,101.5,10.2,8.5,8.75,,,,,,18.0,3.6,1.7,0.5,0.3,0.1,0.1,0.3,0.333,0.348,0.75,79.5,101.5,0.6944444444444444,2020,78.5
1641734,Emoni Bates,Emoni,Bates,SF,2023,80.25,179.2,81.0,105.0,,8.0,8.25,11.54,3.49,27.0,32.5,,15.0,8.9,2.7,0.9,0.7,0.1,0.1,0.5,0.306,0.303,0.25,81.0,105.0,0.4831460674157303,2023,
1629672,Eric Paschall,Eric,Paschall,SF,2019,78.0,254.4,87.75,103.5,6.3,9.0,9.5,11.63,3.3,33.0,38.0,3.26,60.0,27.6,14.0,4.6,2.1,0.5,0.2,1.6,0.497,0.287,0.774,83.75,103.5,0.7500000000000001,2019,79.25
1628402,Frank Jackson,Frank,Jackson,PG,2017,74.0,201.6,79.5,98.0,6.7,8.25,9.0,10.94,3.14,34.5,42.0,2.7,61.0,19.2,8.1,2.2,1.1,0.4,0.0,0.8,0.434,0.314,0.74,79.5,98.0,0.59375,2017,75.5
1626163,Frank Kaminsky,Frank,Kaminsky,C-PF,2015,83.75,231.2,83.0,109.5,9.4,8.5,9.5,,,,,,81.0,21.1,7.5,4.1,1.2,0.5,0.5,0.7,0.41,0.337,0.73,83.0,109.5,0.6066350710900473,2015,84.75
1628412,Frank Mason III,Frank,Mason III,PG,2017,71.0,188.8,75.25,94.0,4.3,8.0,9.25,11.41,3.18,34.0,41.0,3.09,52.0,18.9,7.9,2.5,2.8,0.7,0.2,1.3,0.379,0.36,0.817,75.25,94.0,0.6984126984126984,2017,72.0
1641713,GG Jackson,GG,Jackson,PF,2023,80.25,214.4,83.5,106.0,,8.5,10.0,11.39,3.21,31.0,37.0,,48.0,25.7,14.6,4.1,1.2,0.6,0.5,1.4,0.428,0.357,0.752,83.5,106.0,0.7743190661478598,2023,
203914,Gary Harris,Gary,Harris,SG,2014,74.5,204.8,78.75,96.0,4.55,8.5,9.5,,,,,,55.0,13.1,3.4,1.2,0.5,0.7,0.1,0.7,0.304,0.204,0.745,78.75,96.0,0.3893129770992366,2014,76.5
1627780,Gary Payton II,Gary,Payton II,PG,2016,74.0,183.8,80.0,99.5,3.95,8.75,9.5,11.57,3.23,31.5,38.5,3.17,6.0,16.5,3.3,2.0,2.2,0.5,0.7,1.7,0.364,0.111,0.6,80.0,99.5,0.4545454545454545,2016,75.0
1629018,Gary Trent,Gary,Trent,SG,2018,76.25,204.2,80.75,98.0,7.0,8.5,9.5,11.37,3.12,33.5,39.5,2.99,15.0,7.4,2.7,0.7,0.3,0.1,0.1,0.3,0.32,0.238,0.429,80.75,98.0,0.5,2018,77.75
1628994,George King,George,King,SF-SG,2018,76.75,218.6,83.5,101.5,7.25,9.0,10.25,10.75,3.29,31.0,39.0,3.08,1.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.5,101.5,0.1666666666666666,2018,78.0
1627777,Georges Niang,Georges,Niang,PF,2016,78.75,230.8,82.0,103.0,10.05,9.25,9.25,11.64,3.49,25.0,31.0,3.17,23.0,4.0,0.9,0.7,0.2,0.1,0.0,0.2,0.25,0.083,1.0,82.0,103.0,0.45,2016,80.5
203922,Glenn Robinson III,Glenn,Robinson III,SF,2014,77.5,211.4,82.0,100.5,5.05,9.0,9.5,11.22,3.15,36.5,41.5,3.04,25.0,4.3,1.2,0.6,0.1,0.1,0.0,0.1,0.333,0.167,0.75,82.0,100.5,0.4418604651162791,2014,78.75
1641711,Gradey Dick,Gradey,Dick,SG,2023,78.25,204.0,80.75,101.0,,8.25,9.0,11.13,3.5,29.0,34.0,2.98,60.0,21.1,8.5,2.2,1.1,0.6,0.0,0.8,0.425,0.365,0.863,80.75,101.0,0.5592417061611373,2023,
1630203,Grant Riller,Grant,Riller,PG-SG,2020,72.25,178.4,77.25,96.5,5.4,8.0,8.5,11.17,3.07,32.5,39.5,2.45,7.0,3.9,2.6,0.1,0.4,0.1,0.0,0.1,0.667,0.5,0.0,77.25,96.5,0.7948717948717949,2020,73.0
1629684,Grant Williams,Grant,Williams,PF,2019,77.75,240.2,81.75,104.5,5.4,9.0,10.5,10.83,3.33,26.0,31.5,3.27,69.0,15.1,3.4,2.6,1.0,0.4,0.5,0.7,0.412,0.25,0.722,81.75,104.5,0.4635761589403974,2019,79.5
1628960,Grayson Allen,Grayson,Allen,SG,2018,75.0,198.0,79.25,97.0,5.55,8.25,10.0,10.31,3.15,32.5,40.5,3.04,38.0,10.9,5.6,0.6,0.7,0.2,0.2,0.9,0.376,0.323,0.75,79.25,97.0,0.6330275229357798,2018,76.5
1630535,Greg Brown III,Greg,Brown III,PF,2021,79.25,206.4,84.25,107.0,5.5,9.0,9.75,10.98,3.19,33.5,39.0,2.98,48.0,13.3,4.7,2.8,0.7,0.5,0.5,0.8,0.426,0.311,0.677,84.25,107.0,0.6165413533834586,2021,80.5
1628977,Hamidou Diallo,Hamidou,Diallo,SG-SF,2017,75.75,197.4,83.25,101.5,5.2,8.5,9.5,10.88,3.11,34.5,44.5,2.79,51.0,10.3,3.7,1.9,0.3,0.4,0.2,0.5,0.455,0.167,0.61,83.25,101.5,0.5728155339805824,2017,77.0
1628977,Hamidou Diallo,Hamidou,Diallo,SG,2018,76.25,197.0,83.5,103.0,4.45,8.75,9.0,10.53,3.1,32.5,40.5,3.14,51.0,10.3,3.7,1.9,0.3,0.4,0.2,0.5,0.455,0.167,0.61,83.5,103.0,0.5728155339805824,2018,78.0
1631127,Harrison Ingram,Harrison,Ingram,SF,2022,77.25,232.8,84.25,103.5,8.3,9.0,10.0,11.83,3.31,29.5,35.0,3.26,3.0,5.7,0.7,1.7,0.3,0.3,0.0,0.0,0.333,0.0,0.0,84.25,103.5,0.4736842105263157,2022,79.0
1628385,Harry Giles,Harry,Giles,PF,2017,81.25,232.0,87.25,109.5,5.2,9.5,10.75,11.08,3.34,27.0,32.5,3.0,58.0,14.1,7.0,3.8,1.5,0.5,0.4,1.3,0.503,0.0,0.637,87.25,109.5,0.8723404255319149,2017,82.5
1627740,Henry Ellenson,Henry,Ellenson,PF,2016,82.0,242.0,86.25,108.0,11.2,8.5,9.75,,,,,,19.0,7.7,3.2,2.2,0.4,0.1,0.1,0.7,0.359,0.286,0.5,86.25,108.0,0.7532467532467533,2016,83.5
1630529,Herbert Jones,Herbert,Jones,SF,2021,78.0,206.4,84.25,106.0,5.8,8.5,9.0,11.02,3.25,28.5,36.5,3.17,78.0,29.9,9.5,3.8,2.1,1.7,0.8,1.3,0.476,0.337,0.84,84.25,106.0,0.5150501672240803,2021,79.25
1629649,Ignas Brazdeikis,Ignas,Brazdeikis,SF,2019,77.75,220.8,81.25,102.0,6.0,8.75,9.5,11.06,3.36,31.0,36.5,3.17,9.0,5.9,1.9,0.6,0.4,0.0,0.1,0.2,0.273,0.111,0.8,81.25,102.0,0.4915254237288135,2019,79.25
1628387,Ike Anigbogu,Ike,Anigbogu,C,2017,80.5,252.2,90.25,110.5,5.4,9.5,10.0,12.52,3.44,29.5,32.5,3.48,11.0,2.7,1.2,0.8,0.0,0.1,0.3,0.2,0.444,0.0,0.833,90.25,110.5,0.7407407407407407,2017,81.75
1630193,Immanuel Quickley,Immanuel,Quickley,SG,2020,74.0,185.8,80.25,99.0,8.2,8.0,8.75,11.21,3.17,29.5,35.5,2.46,64.0,19.4,11.4,2.1,2.0,0.5,0.2,0.9,0.395,0.389,0.891,80.25,99.0,0.7989690721649485,2020,75.0
1628515,Isaiah Briscoe,Isaiah,Briscoe,PG,2017,73.25,222.4,81.0,99.5,11.0,9.0,9.25,10.95,3.38,28.0,33.5,2.85,39.0,14.3,3.5,1.9,2.2,0.3,0.1,0.8,0.399,0.324,0.577,81.0,99.5,0.5314685314685315,2017,74.75
1628439,Isaiah Hicks,Isaiah,Hicks,PF,2017,79.25,233.4,84.5,105.0,7.7,8.75,9.75,12.31,3.36,31.5,37.0,3.31,18.0,13.3,4.4,2.3,0.9,0.1,0.2,0.9,0.458,0.222,0.667,84.5,105.0,0.5714285714285714,2017,80.5
1630198,Isaiah Joe,Isaiah,Joe,SG,2020,75.0,170.4,79.5,101.0,4.7,8.25,8.25,,,,,,41.0,9.3,3.7,0.9,0.5,0.3,0.1,0.3,0.361,0.368,0.75,79.5,101.0,0.5483870967741936,2020,76.5
1630587,Isaiah Livers,Isaiah,Livers,SF,2021,77.75,231.8,81.25,104.5,9.4,9.0,9.5,,,,,,19.0,20.2,6.4,3.0,1.1,0.7,0.4,0.8,0.456,0.422,0.857,81.25,104.5,0.5198019801980198,2021,79.25
